CAE;Кол-во (шт.) (Склад Москва КрС);Розница (руб.) (Склад Москва КрС);Цена (руб.) (Склад Москва КрС);
"3220010712";2;7224;6020;
"3220010735";7;8838;7365;
"3220010736";1;7324;6103;
"6970005592753";18;7280;6274;
"6970005590360";9;5590;4816;
"6970005590520";2;5420;4672;
"6970005590551";1;6790;5851;
"3220010463";1;5184;4320;
"6970005591060";19;8040;6930;
"6970005590667";14;4790;4129;
"6970005590063";более 40;5830;5022;
"6970005590193";16;8060;6948;
"6970005590209";1;8320;7165;
"6970005593439";34;11380;9339;
"6920758601462HFL";1;14280;13600;
"6920758600809HFL";1;24780;23594;
"3220012805";4;11172;9310;
"3220012620";более 40;6100;5083;
"3220012080";6;8603;7169;
"3220012055";4;8191;6826;
"3220012050";8;8054;6712;
"3220011530";2;8048;6707;
"3220011522";2;9618;8015;
"3220011521";24;8141;6784;
"3220011517";2;10649;8874;
"3220011516";2;10084;8403;
"3220011513";3;9092;7577;
"3220011506";10;10003;8336;
"3220011503";4;11124;9270;
"3220011494";16;7678;6398;
"3220011492";1;8888;7407;
"3220011472";3;6680;5567;
"3220011469";4;6642;5535;
"3220011467";1;5794;4828;
"3220011466";18;6308;5257;
"3220011465";более 40;6104;5087;
"3220011464";3;5906;4922;
"3220011463";2;4973;4144;
"3220011459";2;4778;3982;
"3220011458";2;4733;3944;
"3220011455";1;4057;3381;
"3220010745";1;8470;7058;
"3220010725";3;8315;6929;
"3220010724";11;6558;5465;
"3220010685";более 40;7830;6525;
"3220010163";1;8780;7317;
"3220010159";4;7886;6572;
"3220010158";1;8424;7020;
"3220010150";2;10424;8687;
"3220010149";4;8620;7183;
"3220006991";2;4661;3884;
"3220006990";24;4554;3795;
"3220006973";1;3709;3091;
"3220006958";1;2718;2265;
"3220006918";5;5160;4300;
"3220006602";4;16805;14004;
"3220006557";1;17106;14255;
"3220006527";1;9462;7885;
"3220006497";8;9515;7929;
"3220006485";1;6052;5043;
"3220006483";1;5544;4620;
"3220006482";1;6772;5643;
"3220006187";1;10118;8432;
"3220006180";1;3908;3257;
"3220006167";1;7116;5930;
"3220005664";2;7045;5871;
"3220005617";1;3352;2793;
"3220005477";4;13452;11210;
"3220005327";2;16652;13877;
"3220005120";1;10343;8619;
"3220005049";26;9540;7950;
"3220004809";2;10175;8479;
"3220004720";более 40;7582;6318;
"3220003788";1;8906;7422;
"3220003736";1;7998;6665;
"3220003712";1;6659;5549;
"CTS275418";1;3560;3220;
"CTS275430";3;9160;8290;
"6970005590087";18;7720;6648;
"6970005590117";более 40;8020;6908;
"6970005590131";38;6100;5251;
"6970005590216";6;8340;7189;
"6970005590308";1;6220;5361;
"6970005590711";1;3350;2881;
"6970005590964";1;7500;6457;
"6970005591022";1;8870;7641;
"6970005591824";11;7410;6017;
"6970005591855";9;6920;5625;
"6970005591893";20;10040;8156;
"6970005592005";1;3010;2446;
"6970005592708";20;10430;8987;
"6970005592760";4;8410;7250;
"6970005593651";20;7370;6350;
"6970005593668";1;8080;6962;
"6970005593927";1;8810;7587;
"6970005594030";14;8290;6734;
"6970005594405";4;8080;6962;
"6970005595242";12;10710;8706;
"3220001824";2;10668;8890;
"3220006661";4;14861;12384;
"CTS275553";1;7310;6620;
"300H5013";1;8370;6807;
"300H2067";9;8240;6705;
"300H2065";2;7570;6162;
"300H2052";11;10590;8612;
"300H2047";14;7540;6133;
"300H2045";более 40;7660;6230;
"300H2044";6;7580;6165;
"300H2041";более 40;6920;5633;
"300H2040";более 40;6330;5152;
"300H2029";более 40;6690;5446;
"300H2007";более 40;5060;4118;
"TT017547";2;14140;13465;
"BR016575";16;18920;14894;
"BR006015";4;18920;14894;
"BR009850";6;14260;11223;
"T432159";28;16960;13783;
"T432162";более 40;18010;14637;
"T432163";32;17510;14233;
"T432171";6;26180;21277;
"T432185";более 40;23270;18913;
"T432198";20;16930;13764;
"T432202";40;17990;14618;
"T432230";25;21320;17328;
"T432232";12;22740;18482;
"T432245";20;25160;20452;
"T432256";2;41720;33911;
"T432258";2;26430;21483;
"TS32253";4;20380;16569;
"BR013549";более 40;11880;9352;
"BR025748";13;23570;18559;
"BR009431";4;14110;11109;
"BR027862";2;31860;25084;
"BR014382";4;11870;9344;
"CTS275714";1;11260;8860;
"442412";2;38800;30549;
"T432201";2;18090;14702;
"T432231";4;22470;18266;
"TT017540";1;169890;161795;
"504336";2;18860;14849;
"T432153";36;12830;10425;
"T432217";20;19930;16203;
"T432416";8;35610;28949;
"T432152";8;15370;12489;
"T432154";12;17150;13943;
"T432141";более 40;7970;6477;
"T432142";28;8460;6871;
"T432146";29;12330;10022;
"T432149";12;12470;10135;
"T432164";32;18950;15406;
"T432190";24;38910;31632;
"T432196";24;16960;13783;
"T432199";11;17960;14599;
"T432203";20;18720;15218;
"T432205";16;20510;16667;
"T432206";4;19930;16203;
"T432211";39;19270;15659;
"T432212";38;20420;16597;
"T432213";16;20110;16344;
"T432215";более 40;19400;15771;
"T432218";22;20800;16906;
"T432222";4;24420;19851;
"T432243";34;21750;17675;
"T432251";29;23840;19382;
"T432265";20;28550;23209;
"T432410";3;25010;20330;
"T432411";8;24480;19898;
"TS32781";более 40;29580;24044;
"R2446";более 40;6140;4831;
"R5611";2;28840;22708;
"R6047";24;21850;17197;
"R2454";2;7040;5543;
"R7027";8;18950;14916;
"R7081";18;13020;10250;
"BR013824";4;17390;13689;
"3849600";более 40;13890;11292;
"CTS276068";40;7990;6490;
"CTS276049";более 40;3810;3090;
"CTS276051";более 40;8430;6850;
"3849700";более 40;6530;5302;
"300H2004";более 40;6070;4943;
"300H2008";более 40;4640;3777;
"300H2009";более 40;5440;4429;
"300H2010";более 40;7020;5713;
"300H2012";более 40;4250;3460;
"300H2013";более 40;4230;3444;
"300H2014";более 40;4940;4024;
"300H2015";более 40;5500;4475;
"300H2017";более 40;3470;2823;
"300H2020";более 40;4060;3308;
"300H2021";более 40;3940;3211;
"300H2023";более 40;6120;4980;
"300H2031";более 40;6830;5560;
"300H2034";36;3590;2920;
"300H2046";более 40;7880;6410;
"300H2048";более 40;7670;6237;
"300H2055";более 40;7270;5911;
"300H2060";36;5660;4605;
"300H2066";более 40;7050;5736;
"300H2068";более 40;8270;6726;
"300H8006";32;9980;8120;
"3741700";20;26870;21838;
"3741900";20;19530;15871;
"4092100";4;19680;15495;
"3849800";более 40;7050;5731;
"0453235";более 40;10070;8180;
"0453267";31;10890;8850;
"0453275";24;12060;9797;
"4057600";более 40;39490;32103;
"4111000";35;56950;46294;
"4137900";16;33960;27603;
"0453265";более 40;11870;9645;
"BR020266";12;26110;21220;
"BR476468";8;6830;5546;
"BR009989";6;32800;26666;
"2535500";12;6610;5370;
"2173400";36;6550;5324;
"3828700";2;16680;13559;
"2173200";20;5360;4350;
"2172700";более 40;5380;4367;
"BR017722";7;25540;20103;
"CTS277790";4;0;0;
CAE;Кол-во (шт.) (Склад Москва КрС);Розница (руб.) (Склад Москва КрС);Цена (руб.) (Склад Москва КрС);
"WHS115350";3;5330;4541;
"WHS115138";3;17500;14464;
"WHS112559";4;6110;5216;
"WHS112561";4;5860;4997;
"WHS112563";4;5860;4787;
"WHS112564";4;5860;4997;
"WHS113322";4;5860;4997;
"WHS113326";4;5860;4997;
"WHS113328";4;5860;4997;
"WHS113334";4;5860;4997;
"WHS113337";3;5860;4997;
"WHS113340";3;5860;4997;
"WHS116866";3;24000;19836;
"WHS113794";1;11000;9092;
"WHS112689";2;4816;4190;
"WHS112758";1;13000;10745;
"WHS115895";4;7270;5942;
"WHS140774";20;8780;7171;
"WHS140775";4;8780;7486;
"WHS113376";4;7270;6204;
"WHS141888";4;9180;7828;
"WHS141890";16;9180;7498;
"WHS141891";12;9180;7498;
"WHS141892";12;9180;7498;
"WHS141893";4;9180;7498;
"WHS141894";12;9180;7498;
"WHS141556";12;8780;7171;
"WHS141557";12;8780;7486;
"WHS141558";16;8780;7171;
"WHS141559";12;8780;7171;
"WHS113722";4;6550;5586;
"WHS113724";4;7660;6536;
"WHS113726";4;7270;6204;
"WHS113732";4;7660;6536;
"WHS141567";8;8780;7171;
"WHS142137";8;9180;7498;
"WHS113350";8;6550;5586;
"WHS112939";3;6550;5586;
"WHS143349";4;7300;6351;
"WHS143518";4;8000;6840;
"WHS144846";2;6540;5720;
"WHS100046";1;14023;12200;
"WHS097042";4;9023;7850;
"WHS127546";2;8059;6830;
"WHS127070";1;8059;6830;
"WHS096212";4;5920;4832;
"WHS083335";1;19000;15704;
"WHS083144";4;25862;22500;
"WHS133008";1;3420;2985;
"WHS129411";4;9713;8450;
"WHS129414";4;13000;10745;
"WHS129393";1;7697;6584;
"WHS051657";2;6839;5950;
"WHS144878";4;7272;6163;
"WHS144928";1;7697;6584;
"WHS072646";2;29000;23969;
"WHS083640";8;10000;8265;
"WHS091504";2;6400;5453;
"WHS132572";4;7270;5942;
"WHS132184";2;6400;5453;
"WHS141886";3;7660;6536;
"WHS132236";4;7270;5942;
"WHS132238";1;7270;6204;
"WHS132240";8;5920;4832;
"WHS068694";1;18000;14877;
"WHS068788";6;18000;14877;
"WHS141788";4;6740;5748;
"WHS141554";8;6400;5453;
"WHS082663";2;16000;13224;
"WHS083142";1;16000;13224;
"WHS113576";4;5520;4712;
"WHS113544";2;9100;7762;
"WHS151120";4;12816;11150;
"WHS145035";8;17500;14464;
"WHS102127";1;8250;7030;
"WHS102128";1;8620;7353;
"WHS148348";4;7320;5979;
"WHS148349";4;8250;6734;
"WHS147841";4;8620;7353;
"WHS147924";4;8250;6734;
"WHS103254";3;17500;14464;
"WHS103612";2;15000;12398;
"WHS103288";3;6000;5220;
"WHS103262";8;8500;7025;
"WHS103185";1;6839;5950;
"WHS103245";2;19000;15704;
"WHS143569";1;15200;13224;
"WHS107718";1;17000;14051;
"WHS107552";4;13000;10745;
"WHS103264";4;12000;10440;
"WHS103265";1;12000;10440;
"WHS102878";4;7529;6550;
"WHS089382";4;5586;4860;
"WHS028293";1;13000;10745;
"WHS049206";4;21000;17357;
"WHS141288";1;6800;5700;
"WHS088784";4;8563;7450;
"WHS092674";1;9500;8265;
"WHS088940";1;8966;7800;
"WHS096350";3;16000;13224;
"WHS080836";4;8945;7950;
"WHS149014";1;5615;4990;
"WHS132649";1;5615;4990;
"WHS147093";3;7126;6200;
"WHS097689";4;7320;6242;
"WHS131333";12;22000;18183;
"WHS147197";1;12500;10331;
"WHS031115";8;5230;4277;
"WHS147927";2;6290;5142;
"WHS031116";1;5230;4465;
"WHS147921";20;6290;5142;
"WHS147977";4;6290;5368;
"WHS128224";1;7270;6204;
"WHS096207";2;7270;6204;
"WHS091508";4;7270;6204;
"WHS091509";8;7660;6261;
"WHS096209";4;7660;6261;
"WHS096157";4;7270;6204;
"WHS096198";20;7660;6261;
"WHS091507";4;7660;6536;
"WHS072342";4;6400;5453;
"WHS031348";4;5230;4277;
"WHS031277";2;5450;4655;
"WHS028444";1;6740;5748;
"WHS024432";2;6740;5748;
"WHS105396";4;6400;5453;
"WHS031641";4;6740;5748;
"WHS031557";2;6740;5748;
"WHS114172";2;5230;4465;
"WHS031104";3;6400;5453;
"WHS096241";4;6400;5453;
"WHS115340";2;5450;4655;
"WHS132220";8;5450;4459;
"WHS091101";4;6400;5453;
"WHS059124";1;6400;5453;
"WHS090989";1;8780;7486;
"WHS042118";2;8780;7486;
"WHS041478";1;6400;5453;
"WHS027061";4;8780;7486;
"WHS031102";1;7270;6204;
"WHS031776";1;6730;5738;
"WHS090799";1;6400;5453;
"WHS051427";8;5230;4277;
"WHS141793";4;6400;5453;
"WHS031272";4;6400;5453;
"WHS063595";8;5450;4655;
"WHS041068";3;6400;5453;
"WHS063591";4;7660;6536;
"WHS061093";8;5230;4277;
"WHS142122";4;7970;6802;
"WHS062619";1;7660;6536;
"WHS093596";2;8970;7800;
"WHS142146";11;7270;5942;
"WHS141901";4;8780;7486;
"WHS142140";4;8780;7486;
"WHS141896";12;7660;6261;
"WHS141226";4;8780;7486;
"WHS141583";4;9180;7828;
"WHS141227";8;8780;7486;
"WHS142906";1;7270;6204;
"WHS141230";4;7270;5942;
"WHS141229";4;7270;6204;
"WHS141586";4;7270;6204;
"WHS141880";4;7660;6536;
"WHS142600";3;8500;7268;
"WHS142872";2;13000;10745;
"WHS094417";3;6785;5900;
"WHS094274";1;6785;5900;
"WHS127831";6;9970;8503;
"WHS141720";4;17500;14464;
"WHS026099";4;12000;9918;
"WHS132214";4;9180;7828;
"WHS132215";4;9180;7828;
"WHS128148";8;7270;6204;
"WHS132211";4;8780;7486;
"WHS128145";4;7270;6204;
"WHS129152";4;7270;5942;
"WHS128152";8;7270;5942;
"WHS132213";12;8780;7171;
"WHS129628";8;8780;7486;
"WHS129634";4;7660;6536;
"WHS068512";4;8500;7268;
"WHS074855";4;9138;7950;
"WHS071941";4;12586;10950;
"WHS096411";4;5586;4860;
"WHS071906";4;6839;5950;
"WHS098843";1;4138;3600;
"WHS100024";3;13000;10745;
"WHS068611";1;5500;4546;
"WHS096698";4;33000;27275;
"WHS096585";2;23000;19010;
"WHS068621";3;5736;4990;
"WHS043764";2;6552;5700;
"WHS041908";3;4250;3620;
"WHS031381";2;14375;12500;
"WHS130840";1;6839;5950;
"WHS028758";4;7989;6950;
"WHS128673";8;8250;6734;
"WHS127355";12;8620;7043;
"WHS127666";4;6400;5223;
"WHS147925";10;7320;5979;
"WHS147992";4;8250;7030;
"WHS097553";3;8290;7068;
"WHS020573";2;6500;5750;
"WHS110972";8;7630;6234;
"WHS060424";8;7630;6234;
"WHS043727";12;7630;6234;
"WHS043755";4;7471;6500;
"WHS050860";4;7630;6234;
"WHS042064";8;8000;6612;
"WHS102748";4;9000;7439;
"WHS028150";22;8000;6612;
"WHS083403";10;7150;6099;
"WHS028517";6;4920;4199;
"WHS022331";1;5500;4299;
"WHS092502";4;6000;4959;
"WHS125357";4;8780;7171;
"WHS097096";4;9180;7498;
"WHS100533";8;8780;7171;
"WHS092908";12;8780;7171;
"WHS119398";4;9180;7498;
"WHS096216";12;8780;7171;
"WHS096219";8;9180;7828;
"WHS096222";4;8780;7171;
"WHS096230";8;8780;7171;
"WHS096235";4;8780;7171;
"WHS132786";4;9180;7828;
"WHS059754";2;5700;4864;
"WHS053327";1;8966;7800;
"WHS110969";1;5860;4997;
"WHS060318";1;5060;4313;
"WHS068561";4;7733;6728;
"WHS031151";4;22000;18183;
"WHS085483";2;5500;4500;
"WHS069248";6;7710;6574;
"WHS029321";1;13000;10745;
"WHS049202";1;13500;11158;
"WHS016847";2;8000;6365;
"WHS022860";4;13149;11440;
"WHS049291";4;13000;10745;
"WHS050710";2;7670;6546;
"WHS032357";4;5430;4627;
"WHS056132";3;7710;6574;
"WHS060336";4;7630;6508;
"WHS060032";2;8290;7068;
"WHS031525";1;7270;6204;
"WHS110963";16;7630;6234;
"WHS098512";2;5250;4475;
"WHS100424";1;9970;8503;
"WHS048578";3;13000;10745;
"WHS030605";2;11437;9950;
"WHS031040";8;5230;4277;
"WHS031155";1;8700;7191;
"WHS061377";4;6400;5453;
"WHS118297";5;4712;3993;
"WHS118327";14;4177;3540;
"WHS118328";3;4072;3451;
"WHS118359";1;3930;3323;
"WHS118365";12;4797;4065;
"WHS118362";4;4712;3993;
"WHS117887";4;4712;3993;
"WHS118724";1;4237;3591;
"WHS118110";2;3973;3367;
"WHS127525";4;4237;3591;
"WHS118605";4;4819;4084;
"WHS118553";4;5008;4244;
"WHS118296";4;4648;3939;
"WHS118316";12;4753;4028;
"WHS117837";4;4734;4012;
"WHS118185";5;4607;3904;
"WHS118170";12;4648;3939;
"WHS117380";3;5724;4851;
"WHS118158";1;5874;4978;
"WHS118224";4;6051;5128;
"WHS118249";4;5599;4745;
"WHS118250";8;5703;4833;
"WHS118639";2;5452;4664;
"WHS118545";8;5599;4745;
"WHS118546";1;5703;4833;
"WHS117879";4;5627;4769;
"WHS117912";4;5989;5075;
"WHS117914";8;5866;4971;
"WHS117848";8;5683;4816;
"WHS118657";1;5875;4979;
"WHS118227";9;5620;4763;
"WHS117383";4;5989;5075;
"WHS118211";2;5547;4701;
"WHS118221";4;5540;4695;
"WHS118199";1;5620;4763;
"WHS117817";1;5888;4990;
"WHS118109";9;5724;4851;
"WHS118146";8;5620;4763;
"WHS118147";3;5620;4763;
"WHS118149";3;5724;4851;
"WHS117604";3;5452;4664;
"WHS117357";4;5866;4971;
"WHS118001";4;7192;6095;
"WHS118219";3;7971;6755;
"WHS118268";4;7192;6095;
"WHS118281";1;7192;6095;
"WHS118342";4;8098;6863;
"WHS118345";8;8098;6863;
"WHS118353";1;6573;5623;
"WHS118302";1;6674;5656;
"WHS117842";4;6735;5708;
"WHS117843";4;6735;5708;
"WHS117904";3;6798;5761;
"WHS117948";1;6573;5623;
"WHS117945";3;6781;5801;
"WHS117946";1;6635;5623;
"WHS117813";8;6614;5605;
"WHS117792";4;6614;5605;
"WHS118027";8;6845;5801;
"WHS118125";1;6573;5623;
"WHS118105";1;6781;5801;
"WHS117668";1;8039;6813;
"WHS118209";1;8049;6885;
"WHS118013";2;8184;6936;
"WHS121502";1;5764;4885;
"WHS117581";1;5868;4973;
"WHS117985";1;6069;5143;
"WHS118003";1;5868;4973;
"WHS118018";1;5868;4973;
"WHS117670";4;6069;5143;
"WHS117513";4;6861;5814;
"WHS117424";3;6039;5166;
"WHS117450";4;6903;5850;
"WHS117432";4;7028;5956;
"WHS117977";12;6051;5128;
"WHS117955";4;7028;5956;
"WHS117956";3;6650;5636;
"WHS117965";4;5944;5037;
"WHS117936";8;6112;5180;
"WHS117908";4;6861;5814;
"WHS117915";3;6735;5708;
"WHS117916";4;6112;5180;
"WHS117586";20;6051;5128;
"WHS117630";12;6051;5128;
"WHS140500";1;5743;4867;
"WHS126980";1;5931;5026;
"WHS117492";2;6923;5867;
"WHS117589";4;7769;6584;
"WHS117648";4;6940;5881;
"WHS117552";4;7128;6041;
"WHS117706";11;9075;7691;
"WHS117785";4;8102;6866;
"WHS117724";8;7368;6244;
"WHS117784";4;8102;6866;
"WHS140468";4;6820;5780;
"WHS117537";8;8950;7585;
"WHS117952";1;6550;5551;
"WHS117412";1;6917;5862;
"WHS117823";4;8660;7339;
"WHS121536";12;7232;6129;
"WHS117550";4;7239;6135;
"WHS117418";4;6943;5884;
"WHS140499";4;6781;5801;
"WHS117770";3;9748;8261;
"WHS117694";5;9661;8187;
"WHS117592";4;8307;7040;
"WHS117698";4;9661;8187;
"WHS117460";3;7915;6708;
"WHS117568";4;8330;7059;
"WHS117430";4;8039;6813;
"WHS117769";4;9963;8443;
"WHS121749";4;9661;8187;
"WHS117448";4;9445;8004;
"WHS117714";1;9846;8344;
"WHS117593";4;9267;7853;
"WHS118894";2;12500;10331;
"WHS116875";2;7479;6507;
"WHS126941";2;12075;10500;
"WHS126961";2;11000;9092;
"WHS142445";4;10287;8950;
"WHS151075";4;20000;16530;
"WHS151172";8;8500;7268;
"WHS151077";4;20000;16530;
"WHS092309";1;6880;5862;
"WHS069476";5;4960;4050;
"WHS070030";4;6060;4950;
"WHS091088";2;5450;4655;
"WHS091089";1;5230;4465;
"WHS119438";9;6290;5142;
"WHS127076";8;6550;5586;
"WHS120736";3;6550;5586;
"WHS120701";8;6290;5142;
"WHS126237";4;9920;8635;
"WHS127350";4;6070;5178;
"WHS101482";2;3420;2985;
"WHS048556";2;21000;17357;
"WHS116915";1;14310;12450;
"WHS096496";4;15000;13050;
"WHS107515";2;14310;12450;
"WHS026903";1;11000;9092;
"WHS147112";4;9138;7950;
"WHS100103";4;22000;18183;
"WHS046785";1;18000;15660;
"WHS046495";1;18000;14877;
"WHS049145";3;17500;15225;
"WHS047886";1;4822;4195;
"WHS048124";2;5736;4990;
"WHS113943";1;8563;7450;
"WHS048535";4;10000;8265;
"WHS150425";1;11000;9092;
"WHS048764";1;8000;6365;
"WHS048794";4;16500;13637;
"WHS146040";4;27000;22316;
"WHS098839";1;5736;4990;
"WHS049373";4;13000;11310;
"WHS132393";8;19500;16117;
"WHS049784";2;9000;7192;
"WHS049897";2;5736;4990;
"WHS050170";1;5118;4450;
"WHS096154";4;7270;6204;
"WHS091046";4;8780;7171;
"WHS091055";8;8780;7171;
"WHS091018";4;7660;6536;
"WHS096123";2;9930;8474;
"WHS091017";4;7270;6204;
"WHS091043";1;9180;7828;
"WHS083783";8;8780;7171;
"WHS091064";4;8780;7486;
"WHS091040";4;9180;7828;
"WHS100516";4;8780;7486;
"WHS104627";2;6839;5950;
"WHS104661";4;12000;10440;
"WHS151127";11;6290;5142;
"WHS105105";3;5620;4586;
"WHS104989";4;17900;15980;
"WHS104934";2;19070;17030;
"WHS140645";4;9930;8474;
"WHS129188";3;7270;6204;
"WHS104928";8;10340;8826;
"WHS105169";4;8780;7486;
"WHS105168";4;9180;7828;
"WHS140780";4;7660;6536;
"WHS131273";1;7970;6802;
"WHS104982";4;9930;8474;
"WHS105072";12;7660;6261;
"WHS112362";2;21200;20175;
"WHS104922";1;10370;8845;
"WHS140317";1;12940;11500;
"WHS140754";4;13000;10745;
"WHS093149";1;3700;2811;
"WHS097067";4;8000;6612;
"WHS148057";6;10400;8892;
"WHS151110";1;4000;3059;
"WHS148882";2;12940;11500;
"WHS149472";4;8620;7043;
"WHS072190";1;13000;11310;
"WHS116164";3;5620;4788;
"WHS125232";3;4920;4199;
"WHS116147";1;5620;4788;
"WHS142753";4;4920;4199;
"WHS107700";3;8966;7800;
"WHS106466";1;8966;7800;
"WHS106476";2;5700;4464;
"WHS107854";8;13500;11158;
"WHS107899";1;9000;7192;
"WHS107857";8;15000;12398;
"WHS107918";8;10000;8265;
"WHS107878";4;15000;13050;
"WHS058155";4;16690;14900;
"WHS128776";4;8966;7800;
"WHS119731";1;22931;19950;
"WHS119077";4;9138;7950;
"WHS117082";1;16500;14355;
"WHS127037";1;6970;5907;
"WHS041418";4;45460;40590;
"WHS057166";4;28800;25710;
"WHS057938";1;10925;9500;
"WHS116978";1;18800;16920;
"WHS116965";4;15460;13450;
"WHS116986";1;13000;10745;
"WHS116966";3;15000;12398;
"WHS118810";4;21000;18270;
"WHS107558";3;15000;12398;
"WHS121308";3;8100;7200;
"WHS096048";2;9833;8550;
"WHS026929";20;9138;7950;
"WHS103377";1;13500;11158;
"WHS046786";4;13500;11158;
"WHS023786";1;4000;2850;
"WHS032850";4;23000;19010;
"WHS107533";2;19500;16117;
"WHS097669";1;7360;6280;
"WHS127869";16;22000;18183;
"WHS044134";1;23000;19010;
"WHS096545";2;8966;7800;
"WHS083546";8;9000;7439;
"WHS029293";4;10057;8750;
"WHS028832";4;22500;18596;
"WHS083738";3;6290;5142;
"WHS029409";4;26500;21902;
"WHS097061";2;20500;16943;
"WHS030617";4;22500;18596;
"WHS072789";4;23000;19010;
"WHS072791";8;16667;14500;
"WHS023576";4;9138;7950;
"WHS096609";2;19483;16950;
"WHS033800";4;13149;11440;
"WHS023958";1;8966;7800;
"WHS096904";4;16500;13637;
"WHS107346";4;17500;14464;
"WHS041485";1;5520;4712;
"WHS113437";1;4083;3550;
"WHS121616";4;4674;3961;
"WHS127533";4;4550;3856;
"WHS127577";2;4400;3729;
"WHS121903";11;4674;3961;
"WHS131240";4;4550;3856;
"WHS131242";12;4674;3961;
"WHS129372";4;4550;3856;
"WHS121901";1;4547;3853;
"WHS121889";2;4950;4195;
"WHS121892";8;5645;4784;
"WHS121894";4;5645;4784;
"WHS121895";1;4547;3853;
"WHS121621";4;5645;4784;
"WHS121622";3;5645;4784;
"WHS127539";4;7881;6741;
"WHS121787";1;7541;6391;
"WHS126979";4;6983;5918;
"WHS125304";4;6839;5950;
"WHS125376";2;21070;18810;
"WHS127038";8;6820;5780;
"WHS127039";7;6715;5691;
"WHS127048";4;6923;5867;
"WHS127544";2;5895;4996;
"WHS127229";1;6673;5655;
"WHS127230";4;6715;5691;
"WHS127323";4;6550;5551;
"WHS127052";2;6489;5499;
"WHS127053";4;6588;5583;
"WHS127059";4;6509;5516;
"WHS127064";4;6550;5551;
"WHS127067";3;6550;5551;
"WHS105401";4;7270;6204;
"WHS091487";4;7270;5942;
"WHS126932";1;5330;4541;
"WHS029176";3;17500;14464;
"WHS072180";2;3700;2811;
"WHS029853";6;6990;5957;
"WHS150454";9;6060;4950;
"WHS149740";12;6380;5214;
"WHS149738";4;6380;5444;
"WHS128424";4;5230;4277;
"WHS105534";1;14500;12615;
"WHS089397";4;8000;6612;
"WHS128422";4;5230;4465;
"WHS096527";1;16000;13224;
"WHS140478";2;5358;4541;
"WHS060659";4;10000;8265;
"WHS091011";8;8780;7171;
"WHS062391";12;8780;7171;
"WHS062392";8;8780;7486;
"WHS069144";4;7320;5979;
"WHS098095";1;13970;11923;
"WHS069044";3;6400;5453;
"WHS100496";1;6740;5748;
"WHS093063";12;7710;6574;
"WHS063900";2;7710;6574;
"WHS063957";3;4250;3620;
"WHS069244";1;7710;6297;
"WHS089246";1;4700;3638;
"WHS064178";1;3400;2864;
"WHS064183";4;17500;14464;
"WHS064227";1;6000;5130;
"WHS127157";3;8000;6365;
"WHS121000";2;4000;3486;
"WHS121139";2;5175;4500;
"WHS127989";1;3000;2500;
"WHS121211";1;4500;4000;
"WHS148481";1;8400;7000;
"WHS041167";4;7126;6200;
"WHS049170";1;16000;13224;
"WHS026449";1;7700;6364;
"WHS028451";1;7380;6590;
"WHS101402";1;18000;14877;
"WHS151648";2;8966;7800;
"WHS116861";2;15000;13050;
"WHS029291";2;8000;6365;
"WHS028688";4;8500;7025;
"WHS144380";1;19480;16970;
"WHS130568";4;6313;5454;
"WHS144613";1;4586;3990;
"WHS089163";2;8000;6365;
"WHS087494";8;6313;5454;
"WHS087218";4;7540;6570;
"WHS085943";1;3994;3550;
"WHS093433";1;5063;4500;
"WHS087690";4;9350;8160;
"WHS087676";3;7594;6749;
"WHS143859";3;6750;5832;
"WHS087588";1;8470;7370;
"WHS087603";1;6570;5840;
"WHS048917";4;33000;27275;
"WHS091093";4;7270;5942;
"WHS091091";8;7270;5942;
"WHS083459";4;7660;6261;
"WHS091095";8;7660;6261;
"WHS075395";1;3938;3500;
"WHS075822";4;7820;6950;
"WHS075859";1;5063;4500;
"WHS075843";3;3938;3500;
"WHS075890";4;10550;9210;
"WHS149797";1;3938;3500;
"WHS076708";2;4025;3500;
"WHS077531";2;4025;3500;
"WHS074955";4;7240;6300;
"WHS076916";3;6535;5808;
"WHS072507";1;21000;17357;
"WHS072526";2;25500;21076;
"WHS029708";4;13000;11310;
"WHS055538";1;13970;11923;
"WHS049398";1;18276;15900;
"WHS031406";1;6990;5957;
"WHS032827";3;12500;10331;
"WHS141600";4;21000;17357;
"WHS022534";4;21000;17357;
"WHS082656";2;15000;13050;
"WHS048527";4;13000;11310;
"WHS128756";3;7126;6200;
"WHS128754";4;13000;10745;
"WHS032942";1;11000;9092;
"WHS096487";2;19800;16365;
"WHS032938";1;13000;10745;
"WHS032989";4;19500;16117;
"WHS033024";2;15000;12398;
"WHS033022";2;15000;13050;
"WHS026773";4;20632;17950;
"WHS030932";4;24000;19836;
"WHS046659";3;8000;6365;
"WHS033396";1;6839;5950;
"WHS022133";4;13500;11158;
"WHS033418";1;8000;6612;
"WHS048843";1;13500;11205;
"WHS022219";4;13563;11800;
"WHS054266";2;21494;18700;
"WHS033785";3;9138;7950;
"WHS026086";4;14000;11571;
"WHS031165";1;10000;8265;
"WHS096529";1;8966;7800;
"WHS016484";4;14000;11571;
"WHS125257";1;6839;5950;
"WHS026924";4;5586;4860;
"WHS082505";1;3700;2811;
"WHS029809";4;24000;19836;
"WHS028353";2;7700;6364;
"WHS068680";3;7700;6364;
"WHS016917";4;6300;5207;
"WHS026785";4;12000;9918;
"WHS121344";5;6264;5450;
"WHS038944";16;18500;15290;
